id,sentence1,sentence2,manual_similarity
1058,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.6
1059,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.6
1060,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.533333333
1061,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,கார் வேகமாக சகதியூடு செல்கிறது,0.8
1062,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,0.8
1063,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,0.6
1064,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,வாகனம் சகதியை வாரி இறைக்கின்றது,0.8
1065,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.6
1066,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.2
1067,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.4
1068,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,கார் வேகமாக சகதியூடு செல்கிறது,0.2
1069,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,0
1070,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,வாகனம் சகதியை வாரி இறைக்கின்றது,0.533333333
1071,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.4
1072,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.6
1073,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.6
1074,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,கார் வேகமாக சகதியூடு செல்கிறது,0.8
1075,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,வாகனம் சகதியை வாரி இறைக்கின்றது,0
1076,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.2
1077,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.8
1078,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.6
1079,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,கார் வேகமாக சகதியூடு செல்கிறது,0.6
1080,வாகனம் சகதியை வாரி இறைக்கின்றது,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.6
1081,வாகனம் சகதியை வாரி இறைக்கின்றது,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.266666667
1082,வாகனம் சகதியை வாரி இறைக்கின்றது,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.6
1083,வாகனம் சகதியை வாரி இறைக்கின்றது,கார் வேகமாக சகதியூடு செல்கிறது,0.6
1084,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.2
1085,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.4
1086,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,கார் வேகமாக சகதியூடு செல்கிறது,0.2
1087,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.6
1088,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,கார் வேகமாக சகதியூடு செல்கிறது,0.6
1089,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,கார் வேகமாக சகதியூடு செல்கிறது,0.6
1090,வாகனம் குட்டை நீரைவாரி அடிக்கிறது.,சேற்று நீரை விசிறிக் கொண்டு கார் பயணிக்கின்றது.,0.8
1091,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,0.6
1092,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,வீரர் ஒருவர் ஓடுகின்றார்,0.6
1093,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,0.4
1094,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,0.8
1095,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.6
1096,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,1
1097,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ஒருவா் விரைவாக ஓடுகின்றாா்,0.6
1098,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.6
1099,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,வீரர் ஒருவர் ஓடுகின்றார்,0.6
1100,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,0.2
1101,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,0.6
1102,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.8
1103,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.6
1104,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,ஒருவா் விரைவாக ஓடுகின்றாா்,0.6
1105,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,1
1106,வீரர் ஒருவர் ஓடுகின்றார்,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,0
1107,வீரர் ஒருவர் ஓடுகின்றார்,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,0.4
1108,வீரர் ஒருவர் ஓடுகின்றார்,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.6
1109,வீரர் ஒருவர் ஓடுகின்றார்,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.6
1110,வீரர் ஒருவர் ஓடுகின்றார்,ஒருவா் விரைவாக ஓடுகின்றாா்,0.6
1111,வீரர் ஒருவர் ஓடுகின்றார்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.6
1112,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,0.2
1113,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.2
1114,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.2
1115,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,ஒருவா் விரைவாக ஓடுகின்றாா்,0
1116,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.2
1117,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.6
1118,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.733333333
1119,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,ஒருவா் விரைவாக ஓடுகின்றாா்,0.6
1120,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.533333333
1121,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.533333333
1122,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,ஒருவா் விரைவாக ஓடுகின்றாா்,0.533333333
1123,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.8
1124,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,ஒருவா் விரைவாக ஓடுகின்றாா்,0.6
1125,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.6
1126,ஒருவா் விரைவாக ஓடுகின்றாா்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.6
1127,ஒருவர் பந்துடன் ஓடுகிறார்.,கடைசி நேரத்தில் வீரன் களத்தில் குதிக்கிறான்.,0
1128,மணலில் ஒரு வாகனம் செல்கின்றது.,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,0.6
1129,மணலில் ஒரு வாகனம் செல்கின்றது.,வண்டி ஒன்று மணலில் சறுக்குகிறது,0.6
1130,மணலில் ஒரு வாகனம் செல்கின்றது.,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0
1131,மணலில் ஒரு வாகனம் செல்கின்றது.,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.466666667
1132,மணலில் ஒரு வாகனம் செல்கின்றது.,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.4
1133,மணலில் ஒரு வாகனம் செல்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.333333333
1134,மணலில் ஒரு வாகனம் செல்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.333333333
1135,மணலில் ஒரு வாகனம் செல்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,1
1136,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வண்டி ஒன்று மணலில் சறுக்குகிறது,0.466666667
1137,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0
1138,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.4
1139,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.4
1140,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.6
1141,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.2
1142,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.4
1143,வண்டி ஒன்று மணலில் சறுக்குகிறது,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0.2
1144,வண்டி ஒன்று மணலில் சறுக்குகிறது,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.6
1145,வண்டி ஒன்று மணலில் சறுக்குகிறது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.6
1146,வண்டி ஒன்று மணலில் சறுக்குகிறது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.6
1147,வண்டி ஒன்று மணலில் சறுக்குகிறது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.2
1148,வண்டி ஒன்று மணலில் சறுக்குகிறது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.6
1149,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0
1150,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0
1151,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0
1152,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.2
1153,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0
1154,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.2
1155,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.2
1156,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.2
1157,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.6
1158,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.6
1159,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.2
1160,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.6
1161,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.2
1162,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.6
1163,இயந்திரம் தொழிற்பாட்டில் உள்ளது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.2
1164,விளையாட்டு பொருள் மணனலில் பயணிக்கிறது.,நவீன உழவு இயந்திரம் நிலத்தை பண்படுத்துகின்றது.,0
1165,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,0.6
1166,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,0.2
1167,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,0.8
1168,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,0.8
1169,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,0.666666667
1170,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.6
1171,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1172,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0
1173,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,0.2
1174,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,0.8
1175,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,0.6
1176,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,0.6
1177,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.4
1178,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1179,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.2
1180,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,0.2
1181,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,0.2
1182,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,0.2
1183,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.6
1184,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1185,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.2
1186,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,0.6
1187,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,0.6
1188,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.4
1189,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1190,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.2
1191,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,1
1192,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.4
1193,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1194,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.2
1195,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,0.4
1196,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1197,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.2
1198,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1199,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.2
1200,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0.2
1201,மூவர் ஒரே நேரத்தில் பாய்கின்றனர்.,எட்டாக்கனியை எட்டிப் பிடிக்கும் வீரர்கள்.,0.6
1202,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,0.2
1203,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,கார் ஒன்று தார் பாதையில் செல்கின்றது,0.8
1204,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,0.733333333
1205,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,0.533333333
1206,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.533333333
1207,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,மகிழுந்து ஒன்று செல்கின்றது.,0.533333333
1208,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,0.6
1209,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,0.2
1210,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,கார் ஒன்று தார் பாதையில் செல்கின்றது,0.266666667
1211,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,0.266666667
1212,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,0.266666667
1213,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.2
1214,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,0.2
1215,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,காா் உயா் வேகத்தில் உள்ளது,0.266666667
1216,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,0.6
1217,கார் ஒன்று தார் பாதையில் செல்கின்றது,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,0.8
1218,கார் ஒன்று தார் பாதையில் செல்கின்றது,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,0.533333333
1219,கார் ஒன்று தார் பாதையில் செல்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.733333333
1220,கார் ஒன்று தார் பாதையில் செல்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,0.666666667
1221,கார் ஒன்று தார் பாதையில் செல்கின்றது,காா் உயா் வேகத்தில் உள்ளது,0.666666667
1222,கார் ஒன்று தார் பாதையில் செல்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,0.4
1223,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,0.266666667
1224,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.333333333
1225,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,மகிழுந்து ஒன்று செல்கின்றது.,0.466666667
1226,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,0.8
1227,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,0.6
1228,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,0.333333333
1229,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,0.333333333
1230,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,காா் உயா் வேகத்தில் உள்ளது,0.733333333
1231,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,0.333333333
1232,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,மகிழுந்து ஒன்று செல்கின்றது.,0
1233,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,காா் உயா் வேகத்தில் உள்ளது,0.2
1234,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,விளையாட்டு அரங்கில் கார் நிறகிறது,0.4
1235,மகிழுந்து ஒன்று செல்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,0.333333333
1236,மகிழுந்து ஒன்று செல்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,0.8
1237,காா் உயா் வேகத்தில் உள்ளது,விளையாட்டு அரங்கில் கார் நிறகிறது,0.4
1238,வாகனம் வேகமாக திரும்புகிறது.,கிளித்தட்டு விளையாடும் விசித்திர கார்.,0.4
1239,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,0
1240,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,பனி காலத்தில் விளையாடுகின்றார்கள்,0.2
1241,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,0.266666667
1242,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,அணியினர் வெற்றி பெற போராடுகின்றனர்,0.266666667
1243,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.333333333
1244,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.6
1245,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.6
1246,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.4
1247,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,பனி காலத்தில் விளையாடுகின்றார்கள்,0.333333333
1248,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,0.466666667
